מ.במחסן,מחס,מספר פריט,שם פריט,מספר חליפי,***,כמות במלאי
,0,04W26UT40,כנף 26 יוניט דילאב 4.0,42260-3529,,5.00
,0,04W26UT45,כנף 26 יוניט דילאב 4.5,42260-3529,,2.00
,0,04W26UT50,כנף 26 יוניט דילאב 5.0,42260-3529,,6.00
,0,04W26UT55,כנף 26 יוניט דילאב 5.5,42260-3529,,
,0,04W26UT60,כנף 26 יוניט דילאב 6.0,42260-3529,,6.00
,0,04WB,***WING BOARDS***,,,
,0,04WB20SKY48,גלשן ווינג 20 SKY WING 4.8,13200-1128,,
,0,04WB20SKY50,גלשן ווינג 20 SKY WING 5.0,13200-1128,,
,0,04WB20SKY54,גלשן ווינג 20 SKY WING 5.4,13200-1128,,
,0,04WB20SKY58,גלשן ווינג 20 SKY WING 5.8,13200-1128,,
,0,04WB20SKY60,גלשן ווינג 20 SKY WING 6.0,13200-1128,,
,0,04WB21AIR504,גלשן ווינג 23 מתנפח 5.4,13210-1165,,1.00
,0,04WB21AIR508,גלשן ווינג 23 מתנפח 5.8,13210-1165,,
,0,04WB21AIR510,גלשן ווינג 23 מתנפח 5.10,13210-1165,,
,0,04WB21AIR610,גלשן ווינג 23 מתנפח 6.10,13210-1165,,1.00
,0,04WB21SKY46,גלשן ווינג 22 SKY WING 4.6,13220-1128,,
,0,04WB21SKY47,גלשן ווינג 22 SKY WING 4.7,13220-1128,,1.00
,0,04WB21SKY48,גלשן ווינג 22 SKY WING 4.8,13220-1128,,
,0,04WB21SKY50,גלשן ווינג 22 SKY WING 5.0,13220-1128,,
,0,04WB21SKY52,גלשן ווינג 22 SKY WING 5.2,13220-1128,,
,0,04WB21SKY54,גלשן ווינג 22 SKY WING 5.4,13220-1128,,
,0,04WB21SKY56,גלשן ווינג 22 SKY WING 5.6,13220-1128,,
,0,04WB21SKY58,גלשן ווינג 22 SKY WING 5.8,13220-1128,,
,0,04WB21SKY63,גלשן ווינג 22 SKY WING 6.3,13220-1128,,
,0,04WB21SKYSOFT63,גלשן ווינג 22 SKY WING 6.3 SOF,13220-1129,,
,0,04WB21SKYTE48,גלשן ווינג 22 SKY WING TE 4.8,13220-1130,,
,0,04WB21SKYTE50,גלשן ווינג 22 SKY WING TE 5.0,13220-1130,,
,0,04WB21SKYTE52,גלשן ווינג 22 SKY WING TE 5.2,13220-1130,,
,0,04WB21SKYTE54,גלשן ווינג 22 SKY WING TE 5.4,13220-1130,,
,0,04WB21SKYTE56,גלשן ווינג 22 SKY WING TE 5.6,13220-1130,,
,0,04WB23SKYTE402,גלשן ווינג 23 SKY SURF TE 4.2,32230-3601,,
,0,04WB23SKYTE404,גלשן ווינג 23 SKY SURF TE 4.4,32230-3601,,
,0,04WB23SKYTE406,גלשן ווינג 23 SKY SURF TE 4.6,32230-3601,,
,0,04WB23SKYTE407,גלשן ווינג 23 SKY STYL TE 4.07,32230-3602,,
,0,04WB23SKYTE409,גלשן ווינג 23 SKY STYL TE 4.09,32230-3602,,1.00
,0,04WB23SKYTE411,גלשן ווינג 23 SKY STYL TE 4.11,32230-3602,,
,0,04WB23SKYTE501,גלשן ווינג 23 SKY STYL TE 5.01,32230-3602,,
,0,04WB23SKYTE503,גלשן ווינג 23 SKY FREE TE 5.3,32230-3603,,
,0,04WB23SKYTE505,גלשן ווינג 23 SKY FREE TE 5.5,32230-3603,,
